episode,step,action,reward,balance,shares_held,current_price,portfolio_value,current_position
10,1,1,-0.0009864005859375538,126.13013476562446,32,308.25018310546875,9990.135994140624,1
10,2,1,-0.03274675454286864,126.13013476562446,32,298.02691650390625,9662.991462890624,1
10,3,0,-0.030863548236622802,9364.757259765625,0,288.99609375,9364.757259765625,0
10,4,2,-0.000983886516527656,18569.401799804687,-32,287.9330749511719,9355.543401367187,-1
10,5,1,0.04226215728185406,125.87651040649507,35,275.0014953613281,9750.92884805298,1
10,6,1,-0.00414706899089696,125.87651040649507,35,273.84613037109375,9710.491073394776,1
10,7,2,0.04068532401934323,20105.253964630127,-35,285.70538330078125,10105.565549102783,-1
10,8,1,0.026354859407249243,103.47040505981568,37,277.5250244140625,10371.896308380128,1
10,9,0,0.040581867821870336,10792.807233428955,0,289.190185546875,10792.807233428955,0
10,10,1,-0.0009843523054605548,158.2586261291508,38,279.57696533203125,10782.183308746338,1
10,11,0,-0.01725734871590373,10596.111411468506,0,274.9552917480469,10596.111411468506,0
10,12,2,-0.000980812456722514,20978.516678588865,-41,253.48287963867188,10585.718613403318,-1
10,13,1,-0.05276584540982427,162.98335357665746,37,266.5992126464844,10027.15422149658,1
10,14,2,-0.04982747078305317,18910.83624090576,-37,253.60296630859375,9527.52648748779,-1
10,15,0,0.09333820006525348,10416.808660903927,0,229.33897399902344,10416.808660903927,0
10,16,1,-0.00097983130949736,199.8866746368367,41,248.94427490234375,10406.60194563293,1
10,17,0,-0.10819544945946671,9280.654970779415,0,221.703857421875,9280.654970779415,0
10,18,0,0.0,9280.654970779415,0,233.67410278320312,9280.654970779415,0
10,19,2,-0.0009800539378513001,18367.101878280635,-41,221.84249877929688,9271.559428329463,-1
10,20,1,-0.004050879840158109,119.13077339172014,41,222.3139190673828,9234.001455154415,1
10,21,2,-0.04442743365949448,17545.830306472773,-41,212.73345947265625,8823.758468093867,-1
10,22,0,0.02431026173586232,9038.26634594726,0,207.2942657470703,9038.26634594726,0
10,23,0,0.0,9038.26634594726,0,226.0758056640625,9038.26634594726,0
10,24,0,0.0,9038.26634594726,0,229.460205078125,9038.26634594726,0
10,25,0,0.0,9038.26634594726,0,242.8583526611328,9038.26634594726,0
10,26,1,-0.0009906475137235668,75.57652587890152,38,235.6246337890625,9029.312609863277,1
10,27,1,0.032203785406284643,75.57652587890152,38,243.2766876220703,9320.090655517573,1
10,28,1,-0.014784502941853808,75.57652587890152,38,239.6505584716797,9182.29774780273,1
10,29,1,-0.044634465751644474,75.57652587890152,38,228.8651123046875,8772.450793457027,1
10,30,2,0.02084816289077085,17852.899144958494,-38,234.1462860107422,8955.34027655029,-1
10,31,0,0.0133817613114601,9075.178502593992,0,230.7618865966797,9075.178502593992,0
10,32,0,0.0,9075.178502593992,0,246.2613525390625,9075.178502593992,0
10,33,0,0.0,9075.178502593992,0,246.51239013671875,9075.178502593992,0
10,34,2,-0.0009826317398179429,17983.81938531494,-35,254.78738403320312,9066.26094415283,-1
10,35,1,-0.016936157133622832,118.11963522338556,34,258.6645202636719,8912.71332418823,1
10,36,1,-0.009008751489368338,118.11963522338556,34,256.302978515625,8832.420904754636,1
10,37,1,0.02909857524107115,118.11963522338556,34,263.86212158203125,9089.431769012448,1
10,38,0,-0.021938458989092396,8890.023642913815,0,258.25543212890625,8890.023642913815,0
10,39,1,-0.000992465821362884,58.15598159789624,34,259.5013122558594,8881.200598297115,1
10,40,0,0.02581854511063029,9110.500276580806,0,266.5119323730469,9110.500276580806,0
10,41,1,-0.0009770879334230456,199.83862899779888,34,261.81646728515625,9101.598516693111,1
10,42,2,-0.03159328044450235,17445.52264248657,-34,253.8668670654297,8814.04916226196,-1
10,43,1,-0.023707347275803814,41.54813342284797,33,259.5013122558594,8605.091437866207,1
10,44,2,-0.0020610067443580316,17150.29030737304,-33,259.48284912109375,8587.356286376948,-1
10,45,0,-0.014909872061388399,8459.319902801508,0,263.0996398925781,8459.319902801508,0
10,46,2,-0.0009780556947490359,16724.73222143554,-31,266.8930969238281,8451.046216796869,-1
10,47,2,0.0045018327384822995,16724.73222143554,-31,265.66583251953125,8489.091413330072,-1
10,48,0,-0.026392489171754272,8265.043160125726,0,272.6205749511719,8265.043160125726,0
10,49,2,-0.0009803300401217113,16359.41078280639,-30,270.08233642578125,8256.940690032952,-1
10,50,2,0.02597823340075596,16359.41078280639,-30,262.93231201171875,8471.441422454827,-1
10,51,1,-0.004466520461888001,260.2219642028731,31,263.657470703125,8433.603555999747,1
10,52,1,0.008954308717775382,260.2219642028731,31,266.093505859375,8509.120645843497,1
10,53,0,-0.007534036168166479,8445.01262313842,0,264.289794921875,8445.01262313842,0
10,54,2,-0.000981863101097051,16728.567059814446,-31,267.4789123535156,8436.720776855462,-1
10,55,1,-0.018227877076209813,125.79829055785376,30,271.9046325683594,8282.937267608635,1
10,56,2,-0.0017680871363417161,16427.103958282463,-30,271.96038818359375,8268.29231277465,-1
10,57,2,0.019667307966155026,16427.103958282463,-30,266.5398864746094,8430.907364044182,-1
10,58,2,0.016774174200061984,16427.103958282463,-30,261.8258361816406,8572.328872833245,-1
10,59,1,-0.01285082880351825,248.43409619139857,31,264.9591369628906,8462.167342041008,1
10,60,2,0.0025121689207460293,16734.920364746085,-31,266.17724609375,8483.425735839835,-1
10,61,0,-0.030628969106206067,8223.587151062004,0,274.28485107421875,8223.587151062004,0
10,62,2,-0.0009903255691085487,16359.471747924796,-30,271.4676208496094,8215.443122436514,-1
10,63,1,-0.01882302723899926,54.50347238158338,29,276.0793151855469,8060.803612762443,1
10,64,1,-0.006857153774886783,54.50347238158338,29,274.1733093261719,8005.529442840568,1
10,65,1,0.0018863114224586725,54.50347238158338,29,274.69403076171875,8020.630364471427,1
10,66,1,0.012236450068001338,54.50347238158338,29,278.07830810546875,8118.774407440177,1
10,67,1,0.014779387012310968,54.50347238158338,29,282.2159118652344,8238.764916473381,1
10,68,1,-0.0018329108530169536,54.50347238158338,29,281.6951904296875,8223.663994842522,1
10,69,2,0.0024307084682021005,16449.214298675528,-29,282.95037841796875,8243.653324554434,-1
10,70,2,-0.004023399539077635,16449.214298675528,-29,284.0940856933594,8210.485813568106,-1
10,71,2,-0.008308682860297152,16449.214298675528,-29,286.4464416503906,8142.2674908142,-1
10,72,0,-0.01461100621177626,8023.30076992797,0,290.25848388671875,8023.30076992797,0
10,73,2,-0.000974211625294967,15831.877260345449,-27,289.49603271484375,8015.484377044668,-1
10,74,1,-0.026956097739599783,79.61131198119165,26,296.9156494140625,7799.418196746817,1
10,75,0,0.010962229824548923,7884.917211517324,0,300.50457763671875,7884.917211517324,0
10,76,2,-0.0009835055995470116,15632.02258078002,-26,298.26385498046875,7877.162351287832,-1
10,77,2,0.005493345284317453,15632.02258078002,-26,296.59954833984375,7920.434323944082,-1
10,78,2,0.05612869717561051,15632.02258078002,-26,279.5009460449219,8364.997983612051,-1
10,79,2,-0.010403822484124898,15632.02258078002,-26,282.8481750488281,8277.970029510489,-1
10,80,2,-0.008293467592553574,15632.02258078002,-26,285.4886779785156,8209.316953338614,-1
10,81,0,-0.018325062079211227,8058.880710540762,0,290.98370361328125,8058.880710540762,0
10,82,1,-0.000970844996005122,227.1327752990628,27,289.77496337890625,8051.056786529532,1
10,83,0,-0.0005978919622013436,8046.243124389639,0,289.8865661621094,8046.243124389639,0
10,84,2,-0.0009671851670927187,15820.66791812133,-27,288.2298889160156,8038.460917388908,-1
10,85,2,-0.00621071895417612,15820.66791812133,-27,290.0789489746094,7988.536295806876,-1
10,86,2,-0.004513608948009177,15820.66791812133,-27,291.4143981933594,7952.479166900626,-1
10,87,2,0.0252384006310868,15820.66791812133,-27,283.98077392578125,8153.187022125236,-1
10,88,2,-0.010082012197536065,15820.66791812133,-27,287.0252380371094,8070.986491119376,-1
10,89,2,0.022806095412353074,15820.66791812133,-27,280.2079162597656,8255.054179107658,-1
10,90,2,-0.013470074828968058,15820.66791812133,-27,284.3262939453125,8143.857981597892,-1
10,91,0,-0.013029542949391078,8037.747234252921,0,287.9683532714844,8037.747234252921,0
10,92,2,-0.0009741050610106044,15859.527884002677,-27,289.9855651855469,8029.917623992911,-1
10,93,0,-0.006349859133275343,7978.928778228751,0,291.58245849609375,7978.928778228751,0
10,94,2,-0.0009648134797940475,15669.40863973998,-26,296.0837707519531,7971.230600189199,-1
10,95,2,0.009960678435800013,15669.40863973998,-26,293.02996826171875,8050.629464935293,-1
10,96,1,-0.009182194677255359,4.383531585684068,27,295.271240234375,7976.707017913809,1
10,97,1,-0.005689631245381337,4.383531585684068,27,293.59033203125,7931.322496429434,1
10,98,0,0.009195021192129156,8004.251174865713,0,296.5879821777344,8004.251174865713,0
10,99,0,0.0,8004.251174865713,0,294.0199279785156,8004.251174865713,0
10,100,0,0.0,8004.251174865713,0,297.830078125,8004.251174865713,0
10,101,1,-0.0009763218076070448,181.71147430419023,26,300.56634521484375,7996.436449890128,1
10,102,2,-0.005166818128476146,15744.107133483878,-26,299.576416015625,7955.120317077628,-1
10,103,0,-0.003820503053505941,7924.727755615226,0,300.4449157714844,7924.727755615226,0
10,104,0,0.0,7924.727755615226,0,302.87298583984375,7924.727755615226,0
10,105,0,0.0,7924.727755615226,0,303.51739501953125,7924.727755615226,0
10,106,0,0.0,7924.727755615226,0,305.244873046875,7924.727755615226,0
10,107,2,-0.0009895199648985282,15758.562409851065,-26,301.6029357910156,7916.886079284659,-1
10,108,2,0.0063795183995776,15758.562409851065,-26,299.660400390625,7967.391999694815,-1
10,109,2,-0.007131400658202539,15758.562409851065,-26,301.8457336425781,7910.573335144034,-1
10,110,2,0.00629233025629993,15758.562409851065,-26,299.9312744140625,7960.34927508544,-1
10,111,2,-0.012048255909510088,15758.562409851065,-26,303.62005615234375,7864.440949890128,-1
10,112,2,0.003581454533739744,15758.562409851065,-26,302.5367431640625,7892.60708758544,-1
10,113,2,-0.007875651624150624,15758.562409851065,-26,304.927490234375,7830.447663757315,-1
10,114,1,-0.009038679881241915,83.48590902709111,25,307.0473937988281,7759.670753997794,1
10,115,2,0.0018349291479391027,15479.744160980215,-25,308.2333984375,7773.909200042715,-1
10,116,0,-0.00715388465682747,7718.29555029296,0,310.1477966308594,7718.29555029296,0
10,117,1,-0.0009708497015712365,217.49731372069436,24,312.2210388183594,7710.802245361319,1
10,118,2,-0.0012474956660441685,15199.866158447257,-24,312.44512939453125,7701.1830529785075,-1
10,119,2,-0.0029105017354386933,15199.866158447257,-24,313.3790588378906,7678.7687463378825,-1
10,120,1,0.006142640325413579,266.925186279288,24,310.7921447753906,7725.936660888663,1
10,121,1,0.013460613796620622,266.925186279288,24,315.12530517578125,7829.932510498038,1
10,122,1,-0.0017461349918781559,266.925186279288,24,314.5556335449219,7816.260391357413,1
10,123,0,-0.0009370177664006009,7808.936416503898,0,314.5650329589844,7808.936416503898,0
10,124,0,0.0,7808.936416503898,0,315.5643005371094,7808.936416503898,0
10,125,2,-0.0009719509694394848,15391.249833496086,-24,316.2459716796875,7801.346513183586,-1
10,126,0,0.0030819686173818688,7825.390018310539,0,314.9292297363281,7825.390018310539,0
10,127,0,0.0,7825.390018310539,0,315.9098815917969,7825.390018310539,0
10,128,1,-0.0009723133210265052,209.05033032225765,24,317.03045654296875,7817.781287353508,1
10,129,0,0.008878992664755989,7887.195310058586,0,320.2429504394531,7887.195310058586,0
10,130,0,0.0,7887.195310058586,0,321.36358642578125,7887.195310058586,0
10,131,2,-0.000987683446377877,15669.457503906242,-24,324.58551025390625,7879.405257812492,-1
10,132,0,-0.0031523727302891326,7854.566435546867,0,325.295166015625,7854.566435546867,0
10,133,2,-0.0009586929843432137,15377.154054626457,-23,327.39642333984375,7847.036317810051,-1
10,134,2,0.003476141014314666,15377.154054626457,-23,326.21044921875,7874.313722595207,-1
10,135,2,-0.008974104853025572,15377.154054626457,-23,329.2828369140625,7803.648805603019,-1
10,136,2,-0.014037458466537039,15377.154054626457,-23,334.04559326171875,7694.105409606926,-1
10,137,2,0.03436492412784874,15377.154054626457,-23,322.54962158203125,7958.512758239738,-1
10,138,0,0.006686181180327554,8011.724816467277,0,319.9161376953125,8011.724816467277,0
10,139,0,0.0,8011.724816467277,0,311.1750793457031,8011.724816467277,0
10,140,2,-0.0009901736316404914,15936.790475036614,-25,317.3199462890625,8003.791817810052,-1
10,141,0,0.016236010727019013,8133.741467620843,0,311.8101501464844,8133.741467620843,0
10,142,1,-0.0009972275980955378,14.438808868400884,26,311.9689025878906,8125.630276153557,1
10,143,0,0.012136437355417943,8224.246478973382,0,316.0779113769531,8224.246478973382,0
10,144,2,-0.0009656655674621483,16158.176250396722,-25,317.67486572265625,8216.304607330316,-1
10,145,0,0.0028734286799019315,8239.913572631829,0,316.4140930175781,8239.913572631829,0
10,146,0,0.0,8239.913572631829,0,313.6311340332031,8239.913572631829,0
10,147,1,-0.000978230020461306,171.32221905516872,26,310.0204162597656,8231.853041809074,1
10,148,2,-0.01283475979329342,16097.017788879388,-26,306.5699462890625,8126.199185363763,-1
10,149,0,-0.010980800805530882,8036.967010803216,0,309.6922607421875,8036.967010803216,0
10,150,2,-0.000978635872290832,15894.365967773432,-26,302.5101623535156,8029.101746582026,-1
10,151,2,-0.002611091793501327,15894.365967773432,-26,303.3164978027344,8008.137024902338,-1
10,152,2,-0.015920985883104612,15894.365967773432,-26,308.2202453613281,7880.639588378901,-1
10,153,2,-0.016889798791009998,15894.365967773432,-26,313.3395690917969,7747.537171386713,-1
10,154,0,0.004680775413415254,7783.801652893061,0,311.6331481933594,7783.801652893061,0
10,155,2,-0.000968151741154225,15312.166874816889,-24,313.9958801269531,7776.265751770014,-1
10,156,1,-0.008172323227520479,128.43287969970152,24,316.01177978515625,7712.7155945434515,1
10,157,0,-0.010310479325076422,7633.193799865717,0,313.0113830566406,7633.193799865717,0
10,158,2,-0.0009598771585457681,14952.795246734613,-23,318.5621032714844,7625.8668714904725,-1
10,159,0,0.012711698970573872,7722.804595550531,0,314.03338623046875,7722.804595550531,0
10,160,0,0.0,7722.804595550531,0,319.4996643066406,7722.804595550531,0
10,161,0,0.0,7722.804595550531,0,322.33123779296875,7722.804595550531,0
10,162,0,0.0,7722.804595550531,0,325.2096862792969,7722.804595550531,0
10,163,0,0.0,7722.804595550531,0,330.44158935546875,7722.804595550531,0
10,164,1,-0.0009776960808360593,164.69825363158634,23,328.2850341796875,7715.254039764399,1
10,165,2,-0.008094178072921914,15155.91877249145,-23,326.2223205566406,7652.805399688716,-1
10,166,1,-0.0007465780781881066,153.25287161254346,23,325.819091796875,7647.0919829406685,1
10,167,0,-0.0015715774015864408,7635.073985992426,0,325.6221923828125,7635.073985992426,0
10,168,0,0.0,7635.073985992426,0,320.6716003417969,7635.073985992426,0
10,169,2,-0.000969865319291456,15032.662461761469,-23,321.95623779296875,7627.668992523188,-1
10,170,2,0.001837747643038931,15032.662461761469,-23,321.3467712402344,7641.686723236078,-1
10,171,2,-0.005305372184942358,15032.662461761469,-23,323.1094665527344,7601.144731048578,-1
10,172,2,-0.0033194149897846975,15032.662461761469,-23,324.20648193359375,7575.913377288813,-1
10,173,2,0.01818912763498464,15032.662461761469,-23,318.2152099609375,7713.712632659906,-1
10,174,2,0.003270974038225889,15032.662461761469,-23,317.1181945800781,7738.943986419672,-1
10,175,0,0.03130265850322354,7981.193507202142,0,306.2793273925781,7981.193507202142,0
10,176,2,-0.0009691289016950493,15708.263999755854,-25,309.3922119140625,7973.458701904292,-1
10,177,2,0.010112743783650298,15708.263999755854,-25,306.1668701171875,8054.092246826167,-1
10,178,2,-0.010651948839828677,15708.263999755854,-25,309.5985412597656,7968.300468261714,-1
10,179,0,-0.0181384737261084,7823.7676595764115,0,315.0647888183594,7823.7676595764115,0
10,180,2,-0.0009880853610863766,15546.587402252193,-24,322.10626220703125,7816.037109283443,-1
10,181,0,-0.020297775026344698,7657.388946441646,0,328.3882141113281,7657.388946441646,0
10,182,0,0.0,7657.388946441646,0,328.3132019042969,7657.388946441646,0
10,183,0,0.0,7657.388946441646,0,332.438720703125,7657.388946441646,0
10,184,2,-0.0009970597287023704,15284.628217803951,-23,331.9510498046875,7649.7540722961385,-1
10,185,2,-0.00741445803113949,15284.628217803951,-23,334.4170837402344,7593.03529177856,-1
10,186,1,0.007820585578484177,35.4402843322714,23,331.17291259765625,7652.417274078365,1
10,187,0,0.01277097969979574,7750.146139739986,0,335.75775146484375,7750.146139739986,0
10,188,0,0.0,7750.146139739986,0,339.9489440917969,7750.146139739986,0
10,189,0,0.0,7750.146139739986,0,338.1205749511719,7750.146139739986,0
10,190,0,0.0,7750.146139739986,0,334.0513000488281,7750.146139739986,0
10,191,1,-0.000995533300319406,26.90204672240816,23,335.457763671875,7742.430611175533,1
10,192,2,-0.008803234127011962,15336.967707916257,-23,333.1606750488281,7674.272181793211,-1
10,193,1,-0.00795055404387576,239.78706811523261,22,335.1577453613281,7613.257466064451,1
10,194,1,0.015606281116864426,239.78706811523261,22,340.55841064453125,7732.07210229492,1
10,195,2,-0.003429009176406571,15186.291910400389,-22,340.0333251953125,7705.558756103514,-1
10,196,1,-0.004650702640192875,168.15620947265415,22,340.98028564453125,7669.722493652342,1
10,197,0,-0.00530368986641164,7629.044664184568,0,339.47076416015625,7629.044664184568,0
10,198,1,-0.000989644190881594,71.45489056396309,22,343.1836242675781,7621.494624450682,1
10,199,0,0.001091353336998253,7629.81236804199,0,343.9056091308594,7629.81236804199,0
10,200,0,0.0,7629.81236804199,0,343.8118591308594,7629.81236804199,0
10,201,0,0.0,7629.81236804199,0,346.7746887207031,7629.81236804199,0
10,202,0,0.0,7629.81236804199,0,346.06207275390625,7629.81236804199,0
10,203,0,0.0,7629.81236804199,0,347.0747985839844,7629.81236804199,0
10,204,0,0.0,7629.81236804199,0,343.9618835449219,7629.81236804199,0
10,205,0,0.0,7629.81236804199,0,343.8493957519531,7629.81236804199,0
10,206,0,0.0,7629.81236804199,0,343.4461975097656,7629.81236804199,0
10,207,0,0.0,7629.81236804199,0,341.9085693359375,7629.81236804199,0
10,208,1,-0.0009537782647080954,345.38601840209776,21,346.5309143066406,7622.535218841551,1
10,209,0,0.0005422079315211568,7626.668217895506,0,347.0747985839844,7626.668217895506,0
10,210,0,0.0,7626.668217895506,0,349.01556396484375,7626.668217895506,0
10,211,0,0.0,7626.668217895506,0,347.6219787597656,7626.668217895506,0
10,212,0,0.0,7626.668217895506,0,346.3791198730469,7626.668217895506,0
10,213,0,0.0,7626.668217895506,0,345.7953186035156,7626.668217895506,0
10,214,0,0.0,7626.668217895506,0,346.1060485839844,7626.668217895506,0
10,215,1,-0.000956708921565245,322.87019049072114,21,347.45245361328125,7619.371716369627,1
10,216,0,0.007260995757582947,7674.695942077635,0,350.4373779296875,7674.695942077635,0
10,217,0,0.0,7674.695942077635,0,349.7688903808594,7674.695942077635,0
10,218,0,0.0,7674.695942077635,0,350.2679443359375,7674.695942077635,0
10,219,0,0.0,7674.695942077635,0,352.0475769042969,7674.695942077635,0
10,220,1,-0.0009954278497491952,27.45025689697104,22,347.25482177734375,7667.0563359985335,1
10,221,0,0.005859313119420959,7711.980019775389,0,349.6464538574219,7711.980019775389,0
10,222,0,0.0,7711.980019775389,0,351.73681640625,7711.980019775389,0
10,223,1,-0.000972022422199927,208.26630349731295,21,356.9627380371094,7704.48380227661,1
10,224,0,0.004565190450809365,7739.656238159178,0,358.9966125488281,7739.656238159178,0
10,225,1,-0.0009674991904809064,244.05698199462768,21,356.57672119140625,7732.168127014159,1
10,226,0,-0.0007640842353589349,7726.260099243163,0,356.65203857421875,7726.260099243163,0
10,227,0,0.0,7726.260099243163,0,357.61248779296875,7726.260099243163,0
10,228,0,0.0,7726.260099243163,0,356.3601379394531,7726.260099243163,0
10,229,0,0.0,7726.260099243163,0,353.76123046875,7726.260099243163,0
10,230,0,0.0,7726.260099243163,0,356.5390625,7726.260099243163,0
10,231,2,-0.0009824850958655438,15309.604558135985,-21,361.4731140136719,7718.6691638488755,-1
10,232,2,-0.0008962090947368513,15309.604558135985,-21,361.8025207519531,7711.751622344969,-1
10,233,2,0.0034868326573732717,15309.604558135985,-21,360.5220642089844,7738.641209747313,-1
10,234,2,-0.0038583121316065894,15309.604558135985,-21,361.9438781738281,7708.783116485594,-1
10,235,2,0.0015390769491254756,15309.604558135985,-21,361.37890625,7720.647526885985,-1
10,236,2,0.0240236045690762,15309.604558135985,-21,352.546630859375,7906.12531008911,-1
10,237,1,-0.009987384228492355,4.434306671141712,22,355.57861328125,7827.163798858642,1
10,238,1,-0.02000831226058926,4.434306671141712,22,348.4600524902344,7670.555461456298,1
10,239,1,0.01663605572336354,4.434306671141712,22,354.2604064941406,7798.1632495422355,1
10,240,1,0.014132058798457336,4.434306671141712,22,359.2696838378906,7908.3673511047355,1
10,241,1,0.0007857949931829993,4.434306671141712,22,359.5521545410156,7914.5817065734855,1
10,242,1,0.011359208190748307,4.434306671141712,22,363.638671875,8004.485087921142,1
10,243,1,0.003933883085572933,4.434306671141712,22,365.0699768066406,8035.9737964172355,1
10,244,2,0.005250273963582574,15800.000340148925,-21,367.7064514160156,8078.164860412597,-1
